Iterations                    Total Loss
100                             0.012265
200                             0.008827
300                             0.007974
400                             0.007468
500                             0.007008
600                             0.006791
700                             0.006577
800                             0.006390
900                             0.006280
1000                            0.006139
1100                            0.006075
1200                            0.006020
1300                            0.005912
1400                            0.005833
1500                            0.005735
1600                            0.005720
1700                            0.005621
1800                            0.005591
1900                            0.005469
2000                            0.005495
2100                            0.005434
2200                            0.005456
2300                            0.005345
2400                            0.005292
2500                            0.005276
2600                            0.005268
2700                            0.005206
2800                            0.005123
2900                            0.005115
3000                            0.005073
3100                            0.005019
3200                            0.005035
3300                            0.004953
3400                            0.004968
3500                            0.004866
3600                            0.004829
3700                            0.004883
3800                            0.004788
3900                            0.004792
4000                            0.004732
4100                            0.004776
4200                            0.004656
4300                            0.004766
4400                            0.004647
4500                            0.004601
4600                            0.004574
4700                            0.004546
4800                            0.004635
4900                            0.004521
5000                            0.004535
5100                            0.004529
5200                            0.004443
5300                            0.004394
5400                            0.004426
5500                            0.004484
5600                            0.004346
5700                            0.004350
5800                            0.004386
5900                            0.004277
6000                            0.004275
6100                            0.004381
6200                            0.004243
6300                            0.004362
6400                            0.004233
6500                            0.004201
6600                            0.004302
6700                            0.004155
6800                            0.004135
6900                            0.004235
7000                            0.004150
7100                            0.004150
7200                            0.004114
7300                            0.004151
7400                            0.004139
7500                            0.004087
7600                            0.004029
7700                            0.004095
7800                            0.004064
7900                            0.004153
8000                            0.004109
8100                            0.003977
8200                            0.004014
8300                            0.003989
8400                            0.004011
8500                            0.003969
8600                            0.003910
8700                            0.003978
8800                            0.003905
8900                            0.003934
9000                            0.003956
9100                            0.003901
9200                            0.003895
9300                            0.003856
9400                            0.003833
9500                            0.003901
9600                            0.003841
9700                            0.003794
9800                            0.003885
9900                            0.003822
10000                           0.003889
