IterationsTotal Loss      PSNR
 100  0.00155039 28.09558502
  200  0.00103009 29.87124691
  300  0.00059573 32.24951572
  400  0.00059592 32.24813228
  500  0.00042576 33.70838821
  600  0.00036833 34.33764885
  700  0.00031810 34.97442976
  800  0.00037033 34.31408080
  900  0.00031934 34.95742729
 1000  0.00028968 35.38084208
 1100  0.00028696 35.42174360
 1200  0.00031737 34.98433304
 1300  0.00019776 37.03862340
 1400  0.00024015 36.19521678
 1500  0.00017879 37.47653483
 1600  0.00023325 36.32176317
 1700  0.00018443 37.34178970
 1800  0.00037638 34.24372478
 1900  0.00014939 38.25670103
 2000  0.00029719 35.26965351
 2100  0.00022057 36.56450435
 2200  0.00013506 38.69484272
 2300  0.00013163 38.80650822
 2400  0.00013053 38.84286089
 2500  0.00014247 38.46263398
 2600  0.00014636 38.34568274
 2700  0.00014345 38.43304724
 2800  0.00018530 37.32127865
 2900  0.00011368 39.44327390
 3000  0.00012663 38.97448311
 3100  0.00011240 39.49250186
 3200  0.00015136 38.19980749
 3300  0.00014243 38.46410578
 3400  0.00012213 39.13163124
 3500  0.00010137 39.94071098
 3600  0.00010344 39.85327820
 3700  0.00012365 39.07819878
 3800  0.00009485 40.22945828
 3900  0.00008540 40.68567341
 4000  0.00008469 40.72145411
 4100  0.00008019 40.95895275
 4200  0.00008624 40.64269555
 4300  0.00011204 39.50612345
 4400  0.00009005 40.45517518
 4500  0.00007017 41.53878364
 4600  0.00009417 40.26068010
 4700  0.00012154 39.15287747
 4800  0.00007253 41.39453970
 4900  0.00013366 38.74009462
 5000  0.00008985 40.46462251
 5100  0.00008124 40.90256382
 5200  0.00006800 41.67508202
 5300  0.00009687 40.13813484
 5400  0.00008152 40.88724678
 5500  0.00005953 42.25251365
 5600  0.00007942 41.00073583
 5700  0.00009863 40.05983293
 5800  0.00010021 39.99083883
 5900  0.00009108 40.40577288
 6000  0.00006124 42.12951091
 6100  0.00008097 40.91702099
 6200  0.00008175 40.87527808
 6300  0.00006212 42.06741378
 6400  0.00005968 42.24153986
 6500  0.00004676 43.30095596
 6600  0.00007499 41.24974674
 6700  0.00004982 43.02607731
 6800  0.00006083 42.15871826
 6900  0.00005220 42.82357820
 7000  0.00004386 43.57937132
 7100  0.00004623 43.35080653
 7200  0.00006106 42.14215598
 7300  0.00011812 39.27658243
 7400  0.00009214 40.35562505
 7500  0.00006234 42.05234704
 7600  0.00005471 42.61932675
 7700  0.00004730 43.25153697
 7800  0.00006280 42.02032065
 7900  0.00003920 44.06747881
 8000  0.00003988 43.99224479
 8100  0.00004269 43.69676111
 8200  0.00004624 43.34965025
 8300  0.00004032 43.94486654
 8400  0.00006589 41.81163122
 8500  0.00005969 42.24098671
 8600  0.00004238 43.72879826
 8700  0.00007015 41.53996996
 8800  0.00004636 43.33832468
 8900  0.00003240 44.89511253
 9000  0.00004402 43.56353592
 9100  0.00003103 45.08206536
 9200  0.00006268 42.02861028
 9300  0.00003927 44.05988346
 9400  0.00005229 42.81619895
 9500  0.00002926 45.33663998
 9600  0.00003569 44.47427265
 9700  0.00004238 43.72812056
 9800  0.00005494 42.60142925
 9900  0.00004386 43.57974568
10000  0.00003510 44.54699048
10100  0.00003959 44.02377317
10200  0.00004807 43.18167168
10300  0.00002523 45.98132582
10400  0.00003031 45.18410956
