IterationsTotal Loss      PSNR
 9800  0.00009634 40.16184405
 9900  0.00010555 39.76550883
10000  0.00009921 40.03438905
10100  0.00009423 40.25799837
10200  0.00010647 39.72786260
10300  0.00011107 39.54419141
10400  0.00013134 38.81597055
10500  0.00009144 40.38874558
10600  0.00008887 40.51223004
10700  0.00008354 40.78129637
10800  0.00009004 40.45567222
10900  0.00008162 40.88200057
11000  0.00008347 40.78451717
11100  0.00009026 40.44509984
11200  0.00008104 40.91319283
11300  0.00007660 41.15765273
11400  0.00008025 40.95534476
11500  0.00008453 40.72970710
11600  0.00008389 40.76297888
11700  0.00007211 41.41988030
11800  0.00009484 40.23016488
11900  0.00007249 41.39692901
12000  0.00006929 41.59312696
12100  0.00007422 41.29487984
12200  0.00007128 41.47024405
12300  0.00008111 40.90905405
12400  0.00008585 40.66250859
12500  0.00008696 40.60686901
12600  0.00006948 41.58110271
12700  0.00006702 41.73795871
12800  0.00006869 41.63088006
12900  0.00006489 41.87855646
13000  0.00006857 41.63863238
13100  0.00008024 40.95601711
13200  0.00008147 40.89023815
13300  0.00007059 41.51276974
13400  0.00005783 42.37842263
13500  0.00007472 41.26581734
13600  0.00006325 41.98907393
13700  0.00005889 42.29939908
13800  0.00005554 42.55397328
13900  0.00006240 42.04825116
14000  0.00005603 42.51544861
14100  0.00005450 42.63592546
14200  0.00052047 32.83600392
14300  0.00023564 36.27746703
14400  0.00017377 37.60026790
14500  0.00014107 38.50560219
14600  0.00012130 39.16129914
14700  0.00010996 39.58771786
14800  0.00009996 40.00176171
14900  0.00010105 39.95448988
15000  0.00008850 40.53078505
15100  0.00008403 40.75574113
15200  0.00008035 40.95010121
15300  0.00007940 41.00184523
15400  0.00007370 41.32537728
15500  0.00006996 41.55177059
15600  0.00007652 41.16232023
15700  0.00007092 41.49217541
15800  0.00006618 41.79261711
15900  0.00008551 40.67958016
16000  0.00006038 42.19102426
16100  0.00007097 41.48938275
16200  0.00005929 42.27000504
16300  0.00005740 42.41093497
16400  0.00008437 40.73836602
16500  0.00005681 42.45568164
16600  0.00006050 42.18280361
16700  0.00005721 42.42529309
16800  0.00005689 42.44954750
16900  0.00005290 42.76558011
17000  0.00006365 41.96210262
17100  0.00005003 43.00759541
17200  0.00004915 43.08448502
17300  0.00005092 42.93134784
17400  0.00005768 42.38985568
17500  0.00004672 43.30487543
17600  0.00005196 42.84324438
17700  0.00004216 43.75055527
17800  0.00007699 41.13592694
17900  0.00004365 43.60065025
18000  0.00005752 42.40215187
18100  0.00004063 43.91101177
18200  0.00006405 41.93496454
18300  0.00004760 43.22380524
18400  0.00004532 43.43707820
18500  0.00003892 44.09814539
18600  0.00003971 44.01138971
18700  0.00004079 43.89475201
18800  0.00004524 43.44456213
18900  0.00003667 44.35648842
19000  0.00004906 43.09295024
19100  0.00004188 43.77975317
19200  0.00003486 44.57618889
19300  0.00004704 43.27565323
19400  0.00003682 44.33872164
19500  0.00003476 44.58914493
19600  0.00004817 43.17210482
19700  0.00003613 44.42104609
19800  0.00004137 43.83263910
19900  0.00004002 43.97702194
