          0  0.03144499 15.02448654
        100  0.19030897  7.20540762
        200  0.19030897  7.20540762
        300  0.19030897  7.20540762
        400  0.19030897  7.20540762
        500  0.19030897  7.20540762
        600  0.19030897  7.20540762
        700  0.19030897  7.20540762
        800  0.19030897  7.20540762
        900  0.19030897  7.20540762
       1000  0.19030897  7.20540762
       1100  0.19030897  7.20540762
       1200  0.19030897  7.20540762
       1300  0.19030897  7.20540762
       1400  0.19030897  7.20540762
       1500  0.19030897  7.20540762
       1600  0.19030897  7.20540762
       1700  0.19030897  7.20540762
       1800  0.19030897  7.20540762
       1900  0.19030897  7.20540762
       2000  0.19030897  7.20540762
       2100  0.19030897  7.20540762
       2200  0.19030897  7.20540762
       2300  0.19030897  7.20540762
       2400  0.19030897  7.20540762
       2500  0.19030897  7.20540762
       2600  0.19030897  7.20540762
       2700  0.19030897  7.20540762
       2800  0.19030897  7.20540762
       2900  0.19030897  7.20540762
       3000  0.19030897  7.20540762
       3100  0.19030897  7.20540762
       3200  0.19030897  7.20540762
       3300  0.19030897  7.20540762
       3400  0.19030897  7.20540762
       3500  0.19030897  7.20540762
       3600  0.19030897  7.20540762
       3700  0.19030897  7.20540762
       3800  0.19030897  7.20540762
       3900  0.19030897  7.20540762
       4000  0.19030897  7.20540762
       4100  0.19030897  7.20540762
       4200  0.19030897  7.20540762
       4300  0.19030897  7.20540762
       4400  0.19030897  7.20540762
       4500  0.19030897  7.20540762
       4600  0.19030897  7.20540762
       4700  0.19030897  7.20540762
       4800  0.19030897  7.20540762
       4900  0.19030897  7.20540762
       5000  0.19030897  7.20540762
       5100  0.19030897  7.20540762
       5200  0.19030897  7.20540762
       5300  0.19030897  7.20540762
       5400  0.19030897  7.20540762
       5500  0.19030897  7.20540762
       5600  0.19030897  7.20540762
       5700  0.19030897  7.20540762
       5800  0.19030897  7.20540762
       5900  0.19030897  7.20540762
       6000  0.19030897  7.20540762
       6100  0.19030897  7.20540762
       6200  0.19030897  7.20540762
       6300  0.19030897  7.20540762
       6400  0.19030897  7.20540762
       6500  0.19030897  7.20540762
       6600  0.19030897  7.20540762
       6700  0.19030897  7.20540762
       6800  0.19030897  7.20540762
       6900  0.19030897  7.20540762
       7000  0.19030897  7.20540762
       7100  0.19030897  7.20540762
       7200  0.19030897  7.20540762
       7300  0.19030897  7.20540762
       7400  0.19030897  7.20540762
       7500  0.19030897  7.20540762
       7600  0.19030897  7.20540762
       7700  0.19030897  7.20540762
       7800  0.19030897  7.20540762
       7900  0.19030897  7.20540762
       8000  0.19030897  7.20540762
       8100  0.19030897  7.20540762
       8200  0.19030897  7.20540762
       8300  0.19030897  7.20540762
       8400  0.19030897  7.20540762
       8500  0.19030897  7.20540762
       8600  0.19030897  7.20540762
       8700  0.19030897  7.20540762
       8800  0.19030897  7.20540762
       8900  0.19030897  7.20540762
       9000  0.19030897  7.20540762
       9100  0.19030897  7.20540762
       9200  0.19030897  7.20540762
       9300  0.19030897  7.20540762
       9400  0.19030897  7.20540762
       9500  0.19030897  7.20540762
       9600  0.19030897  7.20540762
       9700  0.19030897  7.20540762
       9800  0.19030897  7.20540762
       9900  0.19030897  7.20540762
      10000  0.19030897  7.20540762
